incident_id,number,user_id,cohort_month,months_since_onboard,opened_at,resolved_at,priority,state,category,assignment_group,location,resolution_hrs,sla_breached,reopen_count
INC5794423,INC0304430,USER0040,2023-03,21,2024-12-18 07:48:15,2024-12-18 14:19:24,2 - High,Resolved,Software,Security Ops,Mumbai,6.52,,0
INC9542330,INC0302460,USER0125,2023-07,9,2024-04-23 19:36:38,,,,Database,Service Desk,Bangalore,,,
INC6941399,INC0301189,USER0030,2024-04,4,2024/08/05 09:26,,,new,,Database Admin,Bangalore,,no,0
INC6854627,INC0303755,USER0180,2023-04,0,07/03/2023 17:20,2023/03/08 02:06,4 - Low,resolved,Database,Database Admin,,8.77,YES,
INC5791639,INC0303330,USER0202,2023-01,19,2024-08-11 03:07:59,,P2,in progress,Network,Application Support,Mumbai,,,2
INC3123145,INC0301821,USER0102,2023-09,0,2023-01-20,2023-01-21 06:02:27,P1,resolved,Hardware,Security Ops,Remote,13.73,yes,1
INC8094246,INC0304949,USER0300,2023-05,19,2024-12-09 19:00:47,,1 - Critical,New,,Security Ops,,,,1
INC9931557,INC0300810,USER0233,2024-01,10,2024-11-07 00:50:10,2024-11-07 09:57:26,4 - Low,Resolved,Security,Application Support,Hyderabad,,yes,
INC7117073,INC0305085,USER0126,2023-01,23,2024-12-05 09:14:24,,3 - Moderate,,Access,Database Admin,Bangalore,,,1
INC9581818,INC0302490,USER0251,2023-09,2,2023-11-19 10:58:22,,P3,On Hold,Network,Database Admin,Remote,,,0
INC3085525,INC0302420,USER0211,2024-06,0,2023/06/28 03:55,2023/06/29 05:02,critical,resolved,Security,Database Admin,,25.11,,0
INC7210151,INC0301046,USER0300,2023-05,9,2024-02-07 16:36:17,2024-02-08,P3,Resolved,,Security Ops,Chennai,31.32,Yes,2
INC5290781,INC0303159,USER0012,2024-06,0,2023/03/13 22:59,,1 - Critical,,Security,Service Desk,,,yes,0
INC4523580,INC0305106,USER0210,2023-06,12,2024-06-01 09:44:21,2024-06-02 04:46:25,4 - Low,resolved,,Database Admin,Chennai,,Yes,0
INC8879822,INC0300699,USER0105,2023-06,18,2024-12-12,,,Closed,Database,Service Desk,,,,
INC9853190,INC0304806,USER0159,2024-05,5,2024-10-13 20:04:28,2024/10/15 19:08,P2,Closed,Security,Service Desk,Mumbai,47.06,,0
INC7988370,INC0302381,USER0147,2023-07,9,2024-04-30 03:26:55,,,CLOSED,Access,Service Desk,Delhi,,,0
INC3930598,INC0303358,USER0169,2023-09,0,29/05/2023 22:05,2023-05-30 20:32:14,,CLOSED,Database,Database Admin,Delhi,22.44,no,0
INC9988970,INC0305350,USER0235,2023-07,12,2024-07-09 08:51:15,,critical,in progress,,Database Admin,Remote,,Yes,0
INC9081429,INC0300434,USER0152,2024-05,0,2024-02-07 16:14:52,,3 - Moderate,New,,Infrastructure,Chennai,,no,1
INC9567021,INC0301923,USER0296,2023-09,0,26/08/2023 01:38,,high,in progress,,Service Desk,Delhi,,no,0
INC8534402,INC0300383,USER0023,2023-11,4,03-28-2024,,P1,,Software,Application Support,Chennai,,Yes,0
INC5549597,INC0304492,USER0296,2023-09,12,2024-09-08 16:33:07,,critical,On Hold,,Service Desk,Hyderabad,,No,0
INC7397381,INC0302609,USER0091,2023-01,23,2024-12-28 21:18:08,,critical,new,Hardware,Infrastructure,Bangalore,,Yes,
INC8891319,INC0301193,USER0029,2024-06,0,2023-12-15 16:10:54,,P2,,Software,Security Ops,Hyderabad,,,
INC4407884,INC0302316,USER0144,2024-04,0,2023-08-31 09:22:04,,critical,In Progress,Hardware,Application Support,Delhi,,,2
INC6301894,INC0300874,USER0022,2023-06,17,2024-11-06 08:09:10,,,,Database,Database Admin,Hyderabad,,Yes,
INC8506278,INC0302139,USER0097,2024-01,0,2023-12-20 13:18:51,2023-12-21 10:14:28,P2,Resolved,Software,Database Admin,Chennai,20.93,Yes,
INC7313378,INC0302502,USER0065,2023-01,2,2023-03-02 15:00:49,,LOW,On Hold,,Database Admin,Remote,,No,
INC6255675,INC0302406,USER0163,2024-01,0,29/07/2023 01:39,,P2,,Hardware,Security Ops,Mumbai,,No,0
INC9133806,INC0303227,USER0238,2023-11,10,2024-09-02,09-03-2024,2 - High,Closed,Security,Security Ops,Hyderabad,,no,0
INC8283141,INC0303983,USER0217,2024-05,7,2024-12-14 19:13:13,,high,,,Security Ops,Bangalore,,,0
INC9913370,INC0303111,USER0020,2024-05,0,2023-03-15 05:33:31,2023-03-15 06:03:31,1 - Critical,Resolved,Access,Infrastructure,Bangalore,0.5,No,0
INC9249430,INC0305387,USER0013,2024-05,0,2023-02-11 17:55:45,2023-02-11 20:47:31,2 - High,CLOSED,Software,Application Support,Mumbai,2.86,Yes,2
INC3950826,INC0300374,USER0087,2023-01,4,05-24-2023,,3 - Moderate,In Progress,Database,Service Desk,Mumbai,,Yes,2
INC9325836,INC0304401,USER0230,2024-01,0,2023-06-20 06:27:45,2023-06-20,P1,CLOSED,Hardware,Security Ops,Bangalore,12.92,yes,0
INC2285016,INC0301718,USER0011,2023-05,19,2024-12-23 03:10:15,2024-12-24 01:43:28,4 - Low,CLOSED,,Infrastructure,Remote,22.55,,0
INC7316577,INC0300146,USER0099,2023-04,16,25/08/2024 22:54,,P3,,,Application Support,Hyderabad,,No,1
INC9641774,INC0303839,USER0125,2023-07,8,30/03/2024 13:04,,,,Security,Service Desk,Remote,,yes,1
INC6990176,INC0304596,USER0127,2024-04,3,2024-07-20 21:08:27,,critical,CLOSED,,Service Desk,Hyderabad,,no,2
INC4048807,INC0303218,USER0033,2023-07,0,11/05/2023 20:02,,P3,in progress,,Infrastructure,Delhi,,no,2
INC9802859,INC0301555,USER0123,2023-10,3,2024-01-16 23:27:01,,P2,On Hold,Access,Application Support,Mumbai,,,1
INC4408456,INC0301885,USER0033,2023-07,13,2024-08-12 07:40:01,,2 - High,New,,Infrastructure,Hyderabad,,,1
INC9374539,INC0305331,USER0148,2024-02,0,2023-06-01 12:08:17,,,New,Database,Infrastructure,Delhi,,,0
INC2382631,INC0301135,USER0233,2024-01,0,2023-07-13 02:54:00,,P3,In Progress,,Application Support,Delhi,,YES,0
INC9924775,INC0303974,USER0040,2023-03,4,07-09-2023,,P1,new,,Security Ops,,,YES,
INC2890071,INC0305086,USER0218,2023-03,21,2024-12-22 02:09:11,,P2,On Hold,Hardware,Application Support,Chennai,,YES,
INC3972969,INC0305465,USER0098,2024-04,0,2023-04-14 07:44:24,2023-04-15 22:24:45,,resolved,Access,Infrastructure,Bangalore,38.67,no,
INC5250645,INC0304862,USER0060,2023-08,0,15/02/2023 10:14,,P3,in progress,Network,Infrastructure,,,YES,0
INC4214724,INC0303210,USER0222,2024-06,0,2024-03-29 04:34:00,,,On Hold,Software,Infrastructure,Hyderabad,,no,
INC2367853,INC0304343,USER0255,2023-10,3,2024-01-12 03:06:35,,P2,,Network,Service Desk,Bangalore,,no,0
INC3862480,INC0304527,USER0137,2023-03,18,27/09/2024 21:18,,critical,On Hold,Security,Database Admin,,,No,
INC6664485,INC0303680,USER0228,2024-04,2,2024-06-15 13:46:47,,P3,in progress,Network,Security Ops,,,No,0
INC6686641,INC0300527,USER0025,2023-04,0,2023-04-22 04:30:00,N/A,3 - Moderate,CLOSED,,Security Ops,,47.77,Yes,0
INC3981191,INC0300105,USER0232,2023-07,13,2024/08/01 18:28,,P1,new,,Application Support,Bangalore,,,1
INC4411239,INC0300834,USER0249,2023-12,11,2024-11-27 04:54:07,,LOW,New,,Database Admin,,,Yes,0
INC9049291,INC0304278,USER0184,2023-11,5,28/04/2024 19:54,,1 - Critical,new,Database,Database Admin,,,Yes,
INC3408607,INC0303486,USER0287,2023-10,0,2023-03-26 04:27:37,NULL,3 - Moderate,CLOSED,,Database Admin,Remote,34.69,No,0
INC3706325,INC0303347,USER0285,2023-01,0,19/01/2023 16:18,,P1,New,Network,Application Support,,,,
INC2430914,INC0303932,USER0214,2023-02,19,2024-09-27 04:53:22,2024-09-27 22:05:32,P1,resolved,,Application Support,Remote,17.2,Yes,1
INC3363944,INC0301093,USER0001,2023-09,0,2023-03-10 00:42:49,N/A,high,Resolved,,Infrastructure,Bangalore,,yes,1
INC3185741,INC0304677,USER0009,2024-06,0,2024-02-08 21:06:16,,LOW,new,Network,Service Desk,Mumbai,,no,0
INC6157288,INC0301981,USER0002,2023-11,4,2024-03-22 00:12:22,,P3,On Hold,Security,Database Admin,Mumbai,,,0
INC4133648,INC0303010,USER0169,2023-09,12,2024/09/18 19:39,,3 - Moderate,On Hold,,Database Admin,Mumbai,,,
INC6603274,INC0301349,USER0046,2024-03,0,25/07/2023 17:50,,,On Hold,Access,Application Support,Chennai,,yes,1
INC6227559,INC0300497,USER0205,2024-01,10,11-15-2024,,P1,In Progress,Hardware,Service Desk,Bangalore,,YES,0
INC2440344,INC0303063,USER0217,2024-05,0,2024-01-08 14:11:28,,LOW,On Hold,,Security Ops,Delhi,,no,
INC2689858,INC0300984,USER0298,2023-12,0,03-16-2023,,3 - Moderate,,Security,Security Ops,Chennai,,YES,
INC5837862,INC0304701,USER0175,2023-07,0,2023-06-06 13:42:40,,,new,,Infrastructure,Bangalore,,,
INC4271097,INC0302372,USER0004,2023-08,8,2024-04-25,2024-04-26 18:22:23,4 - Low,resolved,Security,Application Support,Remote,20.83,YES,
INC9982613,INC0302345,USER0143,2024-03,1,2024/04/18 09:27,2024-04-18 09:57:01,P3,resolved,,Infrastructure,Delhi,0.5,yes,
INC2606653,INC0303929,USER0019,2023-07,0,2023-04-01 14:52:36,,3 - Moderate,,Security,Security Ops,Mumbai,,Yes,2
INC6501976,INC0303375,USER0116,2023-09,0,2023-08-22 23:38:56,,,New,Software,Database Admin,,,no,2
INC2938321,INC0300230,USER0180,2023-04,0,2023/01/10 11:36,2023-01-11 17:11:34,,Resolved,Access,Database Admin,,29.58,yes,
INC3890588,INC0303947,USER0219,2023-06,9,2024-03-15 12:53:00,2024/03/15 13:35,2 - High,Closed,Hardware,Database Admin,Mumbai,0.71,Yes,2
INC9384661,INC0301199,USER0152,2024-05,0,22/06/2023 23:13,,,New,,Infrastructure,Bangalore,,,0
INC9792180,INC0302869,USER0080,2023-10,4,2024-02-03 17:01:57,,LOW,On Hold,Access,Application Support,Chennai,,,
INC6331645,INC0302954,USER0081,2024-05,0,20/12/2023 10:17,,3 - Moderate,In Progress,,Service Desk,Delhi,,YES,
INC5658335,INC0302732,USER0013,2024-05,7,2024-12-05 17:53:24,,,On Hold,Database,Application Support,Delhi,,No,1
INC6524149,INC0303942,USER0070,2023-12,0,2023-06-28 19:44:34,06-30-2023,LOW,CLOSED,Access,Database Admin,Chennai,30.91,yes,0
INC2855322,INC0300156,USER0126,2023-01,4,2023-05-25 04:37:51,,P3,,Database,Database Admin,Remote,,,0
INC4174685,INC0303015,USER0165,2024-01,0,2023-01-04 19:43:45,2023/01/05 17:59,critical,CLOSED,,Application Support,,22.26,no,1
INC5965216,INC0303236,USER0297,2023-04,0,2023-02-17 04:27:27,2023-02-18 09:23:05,critical,CLOSED,Hardware,Application Support,Hyderabad,28.93,,
INC8951716,INC0300771,USER0024,2023-11,12,11-05-2024,,LOW,in progress,Access,Application Support,Mumbai,,No,0
INC9797108,INC0300892,USER0284,2023-09,10,2024-07-12 09:42:29,,1 - Critical,,Security,Infrastructure,,,yes,0
INC2149508,INC0304831,USER0215,2024-06,0,2024/06/15 05:56,,P2,,,Application Support,Hyderabad,,YES,2
INC4670876,INC0302730,USER0242,2024-05,0,12/02/2024 17:31,N/A,P1,Resolved,,Database Admin,Bangalore,,Yes,0
INC2817818,INC0302787,USER0174,2023-02,22,12/12/2024 10:02,,1 - Critical,,Software,Service Desk,Mumbai,,,2
INC2632176,INC0302046,USER0056,2023-02,0,2023-01-08 18:37:05,,,,Hardware,Service Desk,Remote,,No,1
INC6267204,INC0304871,USER0199,2024-06,0,2024-04-17 09:55:15,N/A,4 - Low,Closed,,Application Support,Remote,,no,0
INC3055933,INC0304052,USER0285,2023-01,7,2023-08-08 01:38:13,2023/08/08 10:14,LOW,CLOSED,Access,Application Support,Bangalore,8.61,YES,2
INC9979552,INC0303088,USER0043,2023-11,0,2023-02-22 10:43:20,N/A,high,CLOSED,Access,Security Ops,Bangalore,,Yes,0
INC5339107,INC0304263,USER0246,2023-12,6,2024-06-09 22:21:39,,1 - Critical,,Hardware,Application Support,Bangalore,,YES,
INC5629879,INC0303968,USER0273,2024-03,0,2023-09-16 06:34:23,,high,On Hold,Network,Infrastructure,Mumbai,,,2
INC9585746,INC0303377,USER0276,2024-04,2,2024-06-13 12:39:18,,P3,,Network,Database Admin,Delhi,,no,
INC9304987,INC0301994,USER0134,2023-04,19,2024-11-18 02:32:39,,LOW,,,Security Ops,,,yes,2
INC5860636,INC0304152,USER0031,2023-07,10,2024-05-17 05:28:14,2024/05/17 14:36,3 - Moderate,Resolved,Hardware,Infrastructure,Remote,9.14,,
INC5873149,INC0300971,USER0176,2024-06,0,01-31-2023,,P1,In Progress,Network,Service Desk,Mumbai,,YES,
INC3843582,INC0304003,USER0160,2024-01,7,03/08/2024 15:19,2024-08-04 08:34:11,,Closed,,Service Desk,Hyderabad,17.25,yes,0
INC9586354,INC0303204,USER0142,2023-10,10,25/08/2024 05:03,,P3,New,Access,Application Support,Delhi,,no,0
INC2631800,INC0304715,USER0276,2024-04,0,19/11/2023 12:11,2023-11-21 06:43:54,high,CLOSED,Network,Database Admin,,42.53,No,0
INC4518868,INC0302737,USER0139,2023-06,5,22/11/2023 16:31,2023-11-23 00:55:15,3 - Moderate,Resolved,Network,Application Support,,,YES,0
INC6998910,INC0303836,USER0198,2024-01,0,03-15-2023,,,in progress,Database,Security Ops,,,Yes,0
INC3490642,INC0300690,USER0150,2023-10,0,2023-10-10 03:16:30,,P1,resolved,Network,Security Ops,Remote,,,2
INC9554172,INC0305004,USER0232,2023-07,0,2023-02-02 07:49:22,,critical,New,Software,Application Support,,,,2
INC3345764,INC0301166,USER0296,2023-09,13,2024-10-13 22:49:57,,P3,in progress,Database,Service Desk,Hyderabad,,no,0
INC7158433,INC0303792,USER0180,2023-04,9,2024-01-12 23:20:49,,P3,New,,Database Admin,Chennai,,,1
INC5685711,INC0304091,USER0050,2023-09,10,2024-07-12 08:13:55,,critical,On Hold,Access,Application Support,Delhi,,,
INC3465167,INC0300986,USER0043,2023-11,0,2023-02-25 21:54:04,N/A,4 - Low,Closed,Software,Security Ops,Bangalore,,,0
INC8585676,INC0303027,USER0262,2023-10,5,04/03/2024 13:34,,2 - High,,Security,Security Ops,,,Yes,0
INC4490905,INC0301678,USER0154,2023-11,0,2023-07-17 13:39:58,,LOW,,Network,Service Desk,Chennai,,No,1
INC7258800,INC0302444,USER0279,2023-06,7,2024-01-15 11:37:09,,,New,Software,Service Desk,,,yes,
INC3703326,INC0301500,USER0106,2023-06,0,2023-04-06 05:00:24,2023-04-07 03:43:05,P2,Closed,,Service Desk,Bangalore,22.71,No,
INC9075119,INC0304246,USER0082,2023-03,10,09/01/2024 18:00,2024-01-10 15:48:21,,CLOSED,Hardware,Security Ops,Mumbai,21.81,No,0
INC6123718,INC0304150,USER0144,2024-04,4,2024-08-24,,high,On Hold,Software,Application Support,Remote,,,0
INC9948656,INC0304261,USER0205,2024-01,5,06-05-2024,,high,,Hardware,Service Desk,Bangalore,,No,
INC3105018,INC0303035,USER0087,2023-01,3,2023/04/16 03:45,2023-04-16 21:40:13,critical,CLOSED,Security,Service Desk,Hyderabad,17.92,,
INC2445537,INC0301991,USER0283,2024-02,0,09-21-2023,,P3,New,Software,Service Desk,Hyderabad,,,0
INC8997882,INC0305109,USER0061,2024-04,0,2023-03-07 21:00:51,,1 - Critical,in progress,Hardware,Security Ops,,,,
INC8037476,INC0301610,USER0241,2024-05,5,2024-10-16 03:25:47,,LOW,New,Software,Infrastructure,,,No,
INC6686126,INC0302890,USER0266,2024-02,6,2024/08/29 23:55,,,On Hold,,Service Desk,Mumbai,,,0
INC8850324,INC0301643,USER0240,2023-07,1,03/08/2023 05:59,,LOW,CLOSED,Access,Infrastructure,Mumbai,28.3,,0
INC2622996,INC0300869,USER0285,2023-01,7,2023-08-06 15:32:56,,P2,On Hold,Access,Application Support,Chennai,,no,2
INC5678941,INC0303805,USER0295,2023-12,0,26/04/2023 00:50,,,in progress,,Database Admin,Chennai,,yes,2
INC4771726,INC0302078,USER0298,2023-12,0,2023-03-27 23:45:22,2023-03-28 22:51:42,2 - High,Resolved,,Security Ops,Hyderabad,23.11,yes,0
INC2425798,INC0303547,USER0240,2023-07,17,2024-12-28 20:52:30,2024-12-31 00:28:24,1 - Critical,resolved,Security,Infrastructure,Chennai,51.6,YES,
INC9711555,INC0300862,USER0251,2023-09,6,2024-03-08 22:17:35,,2 - High,New,,Database Admin,,,Yes,0
INC9145254,INC0300199,USER0222,2024-06,0,2023-08-04 10:06:47,,LOW,,Software,Infrastructure,Chennai,,yes,2
INC5419419,INC0304839,USER0165,2024-01,0,2023-07-20 07:40:32,2023-07-20 18:07:42,2 - High,Closed,,Application Support,Mumbai,10.45,No,0
INC8353830,INC0304097,USER0070,2023-12,8,2024-08-11 18:31:46,,P3,CLOSED,,Database Admin,,,YES,
INC6273793,INC0305429,USER0048,2024-06,6,03/12/2024 12:23,2024/12/03 22:30,3 - Moderate,CLOSED,Software,Infrastructure,Chennai,10.11,yes,
INC7701061,INC0302769,USER0112,2024-01,2,02/03/2024 06:02,,critical,On Hold,Hardware,Security Ops,Mumbai,,Yes,
INC3974107,INC0305174,USER0134,2023-04,19,18/11/2024 13:45,2024-11-18,4 - Low,Closed,Hardware,Security Ops,Mumbai,5.61,yes,1
INC9306693,INC0302636,USER0275,2023-12,5,05-08-2024,2024-05-09 00:39:57,P3,resolved,,Service Desk,Chennai,3.18,No,0
INC7022848,INC0301404,USER0262,2023-10,0,2023-08-30 06:54:43,2023-08-30 08:14:26,,Closed,Security,Security Ops,Mumbai,1.33,No,0
INC7077125,INC0304417,USER0044,2023-03,19,09/10/2024 00:17,,,new,Access,Service Desk,Remote,,Yes,0
INC8900514,INC0304384,USER0128,2023-03,0,03-26-2023,,P2,In Progress,Software,Security Ops,Chennai,,,0
INC3519677,INC0300460,USER0226,2023-08,3,2023-11-19 10:40:04,2023-11-19 15:53:43,high,Resolved,Network,Security Ops,Chennai,5.23,YES,0
INC9262213,INC0303550,USER0063,2023-05,0,2023-04-27,,,,Access,Service Desk,Bangalore,,,1
INC4600576,INC0303343,USER0223,2023-11,0,2023-10-25 02:53:09,N/A,3 - Moderate,CLOSED,Access,Security Ops,Remote,,yes,
INC4537361,INC0302855,USER0078,2023-04,0,2023-03-12,,,,Security,Infrastructure,Hyderabad,,,0
INC6254027,INC0304362,USER0096,2023-04,4,2023/08/07 15:22,,1 - Critical,,Database,Infrastructure,,,yes,0
INC9480532,INC0304368,USER0296,2023-09,15,2024-12-13 10:27:28,,4 - Low,On Hold,,Service Desk,Hyderabad,,yes,1
INC4377898,INC0301601,USER0202,2023-01,12,2024-01-07,,high,,,Application Support,Bangalore,,yes,2
INC5358928,INC0302086,USER0155,2023-07,2,2023-09-12 23:49:35,,high,in progress,Security,Service Desk,Mumbai,,Yes,
INC7785583,INC0301045,USER0112,2024-01,6,2024-07-23 19:23:33,,P2,New,Access,Security Ops,Delhi,,No,
INC2324035,INC0303672,USER0207,2023-02,5,2023-07-16 07:32:09,,LOW,In Progress,Software,Security Ops,Bangalore,,No,1
INC5857044,INC0304690,USER0172,2023-05,0,2023-03-13 01:25:35,,,Resolved,Software,Application Support,Delhi,,yes,0
INC2215388,INC0303606,USER0012,2024-06,0,2023-11-25,,4 - Low,,Database,Service Desk,Chennai,,no,1
INC4963736,INC0300456,USER0032,2023-08,8,2024-04-16 17:14:25,,,new,Network,Infrastructure,Chennai,,yes,1
INC7883609,INC0305464,USER0038,2024-03,0,2023-12-04 18:37:11,,P1,,Security,Service Desk,Mumbai,,Yes,0
INC9927104,INC0302156,USER0005,2023-07,2,20/09/2023 02:29,,P1,,Database,Infrastructure,,,Yes,2
INC2797433,INC0304825,USER0260,2023-03,0,18/01/2023 22:07,,2 - High,in progress,Software,Service Desk,Mumbai,,,2
INC7336702,INC0301104,USER0153,2023-11,11,2024-10-14,,LOW,,,Application Support,Hyderabad,,YES,0
INC3876961,INC0303405,USER0233,2024-01,6,01/07/2024 22:03,,3 - Moderate,in progress,Security,Application Support,Delhi,,,0
INC2272236,INC0301541,USER0043,2023-11,0,2023-10-04 11:00:25,,LOW,,Software,Security Ops,Hyderabad,,YES,0
INC2961463,INC0300499,USER0155,2023-07,2,2023-09-23 14:26:20,09-23-2023,LOW,Resolved,Network,Service Desk,Hyderabad,3.66,Yes,0
INC4884109,INC0304197,USER0119,2024-02,0,2023-06-28 01:35:14,,4 - Low,new,Security,Application Support,Delhi,,Yes,
INC6339613,INC0301271,USER0087,2023-01,18,2024-07-29 21:17:33,,P3,In Progress,Access,Service Desk,,,YES,2
INC4649143,INC0304165,USER0237,2023-11,0,15/02/2023 16:49,,1 - Critical,new,Database,Infrastructure,Remote,,yes,1
INC6948973,INC0302429,USER0264,2023-01,11,12-19-2023,,3 - Moderate,new,,Infrastructure,Bangalore,,,
INC4594341,INC0300534,USER0026,2023-03,8,2023-11-25,,P2,new,,Infrastructure,Remote,,yes,1
INC9786987,INC0305434,USER0097,2024-01,3,2024-04-22 11:02:02,2024-04-23 10:35:35,2 - High,Closed,Database,Database Admin,Hyderabad,23.56,no,
INC5041586,INC0302718,USER0164,2023-09,15,2024-12-07 19:01:23,,LOW,,Database,Database Admin,Delhi,,no,2
INC5266802,INC0303924,USER0245,2023-09,0,30/06/2023 00:19,2023/07/01 00:34,P2,Resolved,Access,Service Desk,,,,0
INC9500311,INC0300232,USER0140,2023-04,10,02-04-2024,,P1,On Hold,Hardware,Service Desk,Mumbai,,no,0
INC2097637,INC0302908,USER0122,2023-09,6,2024-03-16 03:49:39,2024-03-16,critical,resolved,,Infrastructure,,0.5,,
INC7461920,INC0304717,USER0163,2024-01,0,2023-04-15,16/04/2023 06:40,4 - Low,Resolved,Hardware,Security Ops,Hyderabad,29.68,Yes,0
INC7502210,INC0303085,USER0085,2023-12,0,2023-10-16 01:35:23,2023-10-17,2 - High,resolved,Hardware,Service Desk,Hyderabad,28.95,No,0
INC2586209,INC0303470,USER0226,2023-08,11,2024-07-03 11:24:37,2024/07/05 14:13,P2,Resolved,Security,Security Ops,Bangalore,50.81,,0
INC5258918,INC0303510,USER0004,2023-08,10,2024-06-30 23:11:06,,4 - Low,,,Application Support,Mumbai,,,0
INC6768395,INC0302815,USER0119,2024-02,10,2024-12-05 05:21:31,,3 - Moderate,,Database,Application Support,Hyderabad,,Yes,
INC4953324,INC0302734,USER0284,2023-09,8,2024-05-05 14:43:44,,high,On Hold,Security,Infrastructure,Hyderabad,,No,
INC4822827,INC0305229,USER0089,2024-04,5,2024-09-24 19:01:52,,P1,,Access,Application Support,Bangalore,,Yes,0
INC5968391,INC0301605,USER0184,2023-11,11,2024-10-22 22:35:55,,,,Database,Database Admin,Bangalore,,no,2
INC9548007,INC0300472,USER0297,2023-04,2,2023-06-02 03:51:57,06-02-2023,P1,Closed,,Application Support,Bangalore,11.48,Yes,2
INC7704800,INC0305181,USER0208,2023-09,0,2023-04-21 09:12:39,2023-04-22 09:10:38,LOW,Closed,Security,Application Support,Remote,23.97,Yes,1
INC7977529,INC0303965,USER0182,2023-09,8,2024-05-26 03:50:51,,LOW,Closed,Security,Security Ops,,,,
INC8587731,INC0303605,USER0007,2023-10,3,14/01/2024 03:40,2024-01-15 01:16:58,3 - Moderate,CLOSED,,Security Ops,,21.6,yes,
INC5580520,INC0305120,USER0090,2023-05,18,2024-11-25 13:40:08,,P3,New,Network,Infrastructure,Hyderabad,,,0
INC8732266,INC0300451,USER0037,2024-06,0,2023-09-08 07:10:53,2023/09/08 12:07,P1,resolved,,Database Admin,Bangalore,4.94,No,1
INC2075579,INC0304139,USER0188,2023-03,19,2024-10-12 09:00:30,,3 - Moderate,New,Security,Infrastructure,,,no,1
INC9414947,INC0302428,USER0177,2023-02,2,23/04/2023 02:17,,1 - Critical,New,,Service Desk,Delhi,,Yes,
INC9476387,INC0301689,USER0272,2023-04,0,2023-03-04 02:56:07,,3 - Moderate,new,Security,Service Desk,,,YES,0
INC5865501,INC0304214,USER0228,2024-04,0,21/06/2023 18:38,,,New,,Security Ops,Delhi,,,
INC6441021,INC0303366,USER0198,2024-01,9,2024-10-22 18:58:13,2024-10-24 22:09:20,LOW,CLOSED,Database,Security Ops,Chennai,51.19,,2
INC3722968,INC0303029,USER0276,2024-04,1,11/05/2024 15:16,2024/05/12 14:22,,resolved,,Database Admin,Remote,23.1,yes,
INC7696898,INC0300931,USER0028,2023-09,7,2024-04-30 09:35:00,01/05/2024 19:24,P1,Closed,Hardware,Infrastructure,Hyderabad,,Yes,
INC9589118,INC0301620,USER0167,2023-10,0,2023/07/31 04:53,NULL,2 - High,resolved,Database,Infrastructure,Hyderabad,,,
INC8088659,INC0300088,USER0144,2024-04,4,2024-08-23,,3 - Moderate,,Security,Application Support,Mumbai,,,0
INC4014014,INC0300509,USER0112,2024-01,11,27/12/2024 20:59,,LOW,New,Network,Security Ops,Bangalore,,,
INC9257122,INC0300091,USER0009,2024-06,0,2023-03-03 23:02:41,2023-03-05 09:06:35,,CLOSED,,Service Desk,Chennai,34.07,yes,0
INC4720420,INC0305342,USER0148,2024-02,9,2024-11-29 05:13:13,30/11/2024 10:27,3 - Moderate,Resolved,Hardware,Infrastructure,,29.23,no,0
INC3236174,INC0300358,USER0263,2023-06,0,2023-04-21 09:42:20,,P2,On Hold,,Security Ops,Hyderabad,,no,0
INC4851610,INC0302522,USER0119,2024-02,10,2024-12-04 03:44:22,,1 - Critical,in progress,,Application Support,,,Yes,0
INC5240916,INC0300796,USER0138,2024-02,5,2024-07-27 20:19:29,,critical,,,Infrastructure,,,no,
INC5161026,INC0304007,USER0138,2024-02,6,2024-08-26 19:51:41,,3 - Moderate,new,Security,Infrastructure,Remote,,YES,
INC8337616,INC0301839,USER0064,2024-01,0,2023-02-11 23:46:03,2023-02-12 12:16:59,P1,Closed,Database,Database Admin,Delhi,12.52,no,0
INC6148709,INC0305154,USER0163,2024-01,10,2024-11-18 21:40:04,2024-11-19 05:13:48,4 - Low,Closed,Access,Security Ops,,7.56,,
INC6765088,INC0301129,USER0058,2024-05,0,2024-02-28 07:43:08,,P1,,,Security Ops,Chennai,,no,0
INC8343617,INC0303906,USER0033,2023-07,5,2023-12-10 05:23:47,2023-12-10 05:53:47,4 - Low,CLOSED,Software,Infrastructure,,0.5,no,
INC9345694,INC0303082,USER0077,2024-04,4,2024-08-17 07:59:50,2024-08-17,,CLOSED,,Application Support,Hyderabad,10.72,No,
INC8216848,INC0301336,USER0030,2024-04,0,2023-04-07 13:46:48,,P1,New,Access,Database Admin,,,Yes,
INC6285782,INC0300111,USER0073,2023-09,0,2023/09/10 11:52,,P1,new,,Security Ops,Bangalore,,yes,
INC4565828,INC0302600,USER0014,2023-01,8,09-23-2023,,high,new,Network,Application Support,Chennai,,,0
INC2872221,INC0304022,USER0234,2023-04,9,2024-01-04 17:47:35,,,In Progress,,Service Desk,,,Yes,
INC2667772,INC0302922,USER0013,2024-05,0,2023-11-23 04:06:28,,P1,,Software,Application Support,Hyderabad,,no,0
INC8582598,INC0302771,USER0056,2023-02,2,2023/04/18 13:26,2023-04-19 21:49:50,1 - Critical,Resolved,Hardware,Service Desk,Hyderabad,,,2
INC3937371,INC0304027,USER0245,2023-09,2,2023-11-20 20:32:13,,high,New,,Service Desk,Delhi,,Yes,0
INC4344908,INC0304538,USER0036,2023-07,3,2023-10-24 02:01:42,N/A,1 - Critical,resolved,Access,Database Admin,Chennai,13.43,No,2
